GramPanchayatName,IHHLTotalAsPerDetails,IHHLTotalAch,Standard of living index,Standard of living state rank,Health index,Health state rank,Education index,Education state rank,HDI,HDI state rank
sirivar,1093.0,747.0,0.1549,2153.0,0.9758,2796.0,0.6158,4343.0,0.4532,2474.0
somasamudra,1502.0,823.0,0.1668,1780.0,1.0,1.0,0.5629,5142.0,0.4546,2414.0
sridharagadda,983.0,536.0,0.1676,1753.0,0.9758,2796.0,0.5917,4768.0,0.4591,2273.0
vanenoor,1417.0,484.0,0.156,2107.0,1.0,1.0,0.57,5063.0,0.4463,2707.0
yathenabudihal,1422.0,370.0,0.1277,3294.0,0.9758,2796.0,0.5147,5518.0,0.4002,4148.0
yelabenchi,1230.0,475.0,0.1349,2934.0,1.0,1.0,0.5345,5397.0,0.4163,3720.0
yemmiganur,2214.0,645.0,0.1593,2004.0,0.8155,5661.0,0.5925,4761.0,0.4254,3426.0
yerangaligi,2055.0,690.0,0.1453,2499.0,1.0,1.0,0.5264,5457.0,0.4245,3455.0
yerragudi,1933.0,528.0,0.1202,3596.0,1.0,1.0,0.6692,2808.0,0.4317,3222.0
dasanahalli,976.0,609.0,0.0818,5071.0,1.0,1.0,0.617,4311.0,0.3695,4823.0
devagondanahalli,1179.0,481.0,0.1121,3943.0,0.9758,2796.0,0.7047,1543.0,0.4256,3417.0
hagaranur,1364.0,895.0,0.0991,4446.0,0.951,4134.0,0.5801,4934.0,0.3795,4633.0
hire hadagali,1982.0,666.0,0.1448,2520.0,0.8722,5365.0,0.7097,1381.0,0.4476,2667.0
hiremallanakeri,1267.0,455.0,0.0649,5494.0,0.9758,2796.0,0.6672,2879.0,0.3484,5199.0
holagundi,1473.0,648.0,0.1001,4405.0,0.951,4134.0,0.6254,4125.0,0.3904,4373.0
holalu,2375.0,1134.0,0.1729,1607.0,0.9758,2796.0,0.6727,2698.0,0.4841,1570.0
hyarada,1255.0,429.0,0.106,4170.0,0.9758,2796.0,0.6575,3202.0,0.4082,3945.0
ittigi,1466.0,684.0,0.1473,2433.0,0.8992,5081.0,0.6788,2484.0,0.44799999999999995,2655.0
kalvi,1646.0,1569.0,0.0523,5733.0,0.8155,5661.0,0.4428,5764.0,0.2663,5839.0
kattebennur,1477.0,435.0,0.1011,4352.0,1.0,1.0,0.6268,4090.0,0.3987,4183.0
kombali,1429.0,433.0,0.0859,4920.0,0.8722,5365.0,0.5525,5248.0,0.34600000000000003,5235.0
kuruvatthi,1717.0,754.0,0.0987,4462.0,0.9255,4748.0,0.5533,5234.0,0.3697,4821.0
magala,1262.0,567.0,0.1182,3685.0,0.8992,5081.0,0.6938,1942.0,0.4193,3621.0
mahajanadahalli,2315.0,541.0,0.1144,3840.0,0.9758,2796.0,0.5039,5564.0,0.3832,4555.0
makarabbi,1074.0,275.0,0.0939,4672.0,1.0,1.0,0.5857,4852.0,0.3802,4619.0
manyaramasalavada,1059.0,436.0,0.077,5210.0,0.8992,5081.0,0.6292,4025.0,0.3519,5147.0
mylara,1133.0,432.0,0.0969,4538.0,1.0,1.0,0.5971,4687.0,0.3867,4471.0
nagati basapura,1639.0,902.0,0.0797,5132.0,0.9758,2796.0,0.6629999999999999,3023.0,0.3723,4781.0
nandihalli,1272.0,379.0,0.0989,4453.0,1.0,1.0,0.6116,4430.0,0.3925,4337.0
sogi,1435.0,626.0,0.1131,3902.0,0.951,4134.0,0.6484,3513.0,0.4116,3840.0
sovenahalli,1037.0,385.0,0.1018,4328.0,0.9758,2796.0,0.6601,3133.0,0.4033,4063.0
uttangi,1151.0,877.0,0.1418,2650.0,0.9758,2796.0,0.6248,4140.0,0.4422,2869.0
alabur,616.0,325.0,0.1251,3394.0,1.0,1.0,0.5854,4857.0,0.4184,3652.0
ambali,792.0,347.0,0.1249,3399.0,1.0,1.0,0.5988,4655.0,0.4213,3561.0
bachigundanahalli,1599.0,763.0,0.1388,2782.0,1.0,1.0,0.6468,3557.0,0.4477,2665.0
bannigola,1995.0,915.0,0.1109,3999.0,0.951,4134.0,0.5172,5504.0,0.3793,4640.0
bannikallu,931.0,264.0,0.0876,4873.0,0.951,4134.0,0.5007,5582.0,0.3468,5221.0
basigideri,2035.0,1132.0,0.1083,4093.0,0.8992,5081.0,0.5824,4903.0,0.3842,4532.0
dasamapura,1159.0,387.0,0.0965,4555.0,0.9758,2796.0,0.6256,4122.0,0.3891,4412.0
halagapura,1336.0,735.0,0.0964,4558.0,0.9255,4748.0,0.5763,4991.0,0.3719,4787.0
hampapatna,1905.0,1101.0,0.1134,3891.0,0.8135,5711.0,0.4939,5613.0,0.3571,5058.0
hampasagar,2591.0,1241.0,0.1255,3374.0,0.8992,5081.0,0.5148,5517.0,0.3872,4460.0
hansi,1294.0,504.0,0.1174,3713.0,0.8722,5365.0,0.5937,4746.0,0.3932,4319.0
kadlebalu,2473.0,1082.0,0.1089,4064.0,1.0,1.0,0.7235,914.0,0.4288,3311.0
kogali,1061.0,701.0,0.0992,4443.0,1.0,1.0,0.5946,4730.0,0.3893,4409.0
malvi,1149.0,504.0,0.1112,3985.0,0.8359,5608.0,0.5668,5105.0,0.3748,4727.0
murageri,1461.0,805.0,0.1006,4379.0,0.9758,2796.0,0.5333,5407.0,0.3741,4743.0
mutkur,790.0,388.0,0.121,3565.0,0.8992,5081.0,0.5551,5214.0,0.3924,4340.0
sonna,1695.0,501.0,0.078,5179.0,1.0,1.0,0.6117,4425.0,0.3627,4955.0
thambralli,1213.0,829.0,0.1586,2021.0,1.0,1.0,0.6813,2402.0,0.4763,1770.0
114.danapura,1361.0,705.0,0.1495,2348.0,0.951,4134.0,0.551,5262.0,0.4279,3338.0
bukkasagara,1270.0,626.0,0.1122,3941.0,0.8992,5081.0,0.3531,5865.0,0.32899999999999996,5468.0
byluvaddigeri,1447.0,1299.0,0.1872,1256.0,0.9758,2796.0,0.5652,5119.0,0.4691,1957.0
chilakanahatti,1177.0,697.0,0.2042,917.0,0.8992,5081.0,0.6602,3126.0,0.4949,1336.0
dananayakanakere,1181.0,539.0,0.166,1806.0,1.0,1.0,0.6032,4588.0,0.4644,2102.0
devalapura,1059.0,870.0,0.2112,809.0,1.0,1.0,0.5892,4805.0,0.4993,1241.0
devasamudra,1580.0,1201.0,0.17300000000000001,1603.0,0.8359,5608.0,0.4714,5680.0,0.4085,3931.0
gadiganur,1244.0,582.0,0.1466,2454.0,0.951,4134.0,0.5406,5343.0,0.4224,3523.0
hampadevanahalli,1161.0,657.0,0.1288,3236.0,0.8578,5472.0,0.5076,5554.0,0.3827,4569.0
hampi,1606.0,1058.0,0.1379,2816.0,1.0,1.0,0.4712,5681.0,0.402,4101.0
kallahalli,424.0,424.0,0.1816,1372.0,1.0,1.0,0.6299,4007.0,0.4854,1542.0
malapanagudi,713.0,710.0,0.1697,1686.0,0.7667,5785.0,0.5306,5430.0,0.4102,3877.0
metri,1210.0,813.0,0.1439,2557.0,0.8992,5081.0,0.5068,5555.0,0.4033,4064.0
nagalapura,1273.0,748.0,0.1119,3948.0,1.0,1.0,0.5485,5282.0,0.3944,4289.0
nagenahalli,1432.0,730.0,0.1423,2625.0,0.951,4134.0,0.7448,408.0,0.4654,2074.0
p.k.halli,1691.0,1527.0,0.1405,2710.0,0.9758,2796.0,0.5373,5370.0,0.4192,3626.0
sanapura,1849.0,801.0,0.2043,915.0,1.0,1.0,0.4933,5616.0,0.4654,2076.0
seetharama thanda,586.0,398.0,0.1105,4013.0,1.0,1.0,0.2554,5895.0,0.3044,5698.0
suggenahalli,1546.0,943.0,0.1639,1873.0,1.0,1.0,0.4637,5704.0,0.4236,3484.0
alooru,1714.0,809.0,0.1033,4280.0,1.0,1.0,0.6921,2011.0,0.415,3750.0
appenhalli,1148.0,481.0,0.081,5093.0,0.9758,2796.0,0.61,4456.0,0.364,4926.0
badeladaku,1211.0,542.0,0.0814,5081.0,0.879,5288.0,0.5393,5354.0,0.3379,5347.0
banavikallu,1594.0,1116.0,0.1311,3131.0,0.9758,2796.0,0.7104,1356.0,0.4496,2599.0
bellagatta,1175.0,670.0,0.0918,4736.0,1.0,1.0,0.5942,4739.0,0.3792,4641.0
chiratagundu,1013.0,553.0,0.0496,5763.0,0.9758,2796.0,0.6177,4302.0,0.3104,5647.0
choudapur,1486.0,385.0,0.0855,4938.0,1.0,1.0,0.5959,4709.0,0.3708,4810.0
dupadahalli,1153.0,637.0,0.1189,3652.0,0.951,4134.0,0.5833,4886.0,0.40399999999999997,4043.0
gandabommanahalli,315.0,246.0,0.0669,5455.0,0.951,4134.0,0.5324,5416.0,0.3235,5531.0
gudekote,1496.0,613.0,0.1059,4174.0,0.9758,2796.0,0.5179,5502.0,0.3768,4699.0
gundumunugu,341.0,341.0,0.098,4494.0,1.0,1.0,0.5545,5221.0,0.3787,4656.0
harakbhavi,1129.0,558.0,0.0966,4552.0,1.0,1.0,0.6072,4511.0,0.3885,4432.0
hirehegdal,1026.0,294.0,0.107,4132.0,0.9758,2796.0,0.5978,4676.0,0.3966,4230.0
hirekumbalagunte,1852.0,704.0,0.1016,4337.0,0.9758,2796.0,0.6633,3010.0,0.4036,4054.0
hudem,1116.0,407.0,0.0988,4454.0,0.9255,4748.0,0.6896,2092.0,0.3981,4195.0
huralihal,1397.0,537.0,0.0946,4630.0,1.0,1.0,0.5101,5544.0,0.3641,4922.0
hyalya,1204.0,552.0,0.1243,3426.0,0.9758,2796.0,0.5391,5356.0,0.4029,4075.0
jermali,1066.0,448.0,0.0869,4891.0,1.0,1.0,0.5119,5531.0,0.3543,5112.0
jumbobanahalli,1229.0,313.0,0.0939,4670.0,1.0,1.0,0.5307,5429.0,0.368,4847.0
k.ayyanahalli,770.0,352.0,0.1271,3318.0,0.9758,2796.0,0.5982,4666.0,0.4202,3597.0
kalapura,944.0,259.0,0.0663,5466.0,0.9255,4748.0,0.5792,4948.0,0.3288,5470.0
kandagallu,922.0,313.0,0.1535,2196.0,1.0,1.0,0.7439,417.0,0.4851,1548.0
makanadaku,1454.0,970.0,0.1371,2853.0,0.9758,2796.0,0.5971,4686.0,0.4306,3254.0
marabha,1190.0,370.0,0.0915,4747.0,1.0,1.0,0.5861,4848.0,0.3772,4694.0
nimbalageri,1379.0,703.0,0.0916,4743.0,0.9758,2796.0,0.5007,5581.0,0.3551,5094.0
pujarahalli,1454.0,278.0,0.0769,5213.0,1.0,1.0,0.6302,3998.0,0.3646,4916.0
ramadurga,990.0,290.0,0.0893,4829.0,1.0,1.0,0.594,4741.0,0.3758,4716.0
tulahalli,764.0,419.0,0.1333,3019.0,1.0,1.0,0.6234,4176.0,0.4364,3058.0
ujjini,1592.0,689.0,0.14300000000000002,2602.0,0.8992,5081.0,0.7011,1664.0,0.4484,2637.0
anthapura,1756.0,786.0,0.1686,1723.0,0.8359,5608.0,0.5134,5524.0,0.4167,3707.0
bandri,1041.0,535.0,0.1873,1253.0,1.0,1.0,0.6321,3947.0,0.491,1422.0
bhujanganagar,1225.0,975.0,0.1756,1522.0,0.8992,5081.0,0.5151,5515.0,0.4333,3172.0
bommagatta,1419.0,514.0,0.1295,3209.0,0.8135,5711.0,0.5663,5109.0,0.3908,4368.0
chornur,1231.0,687.0,0.1906,1199.0,0.951,4134.0,0.6699,2789.0,0.4952,1329.0
daroji,1936.0,1115.0,0.2252,614.0,0.9758,2796.0,0.5983,4663.0,0.5085,1066.0
kalingeri,1588.0,575.0,0.1086,4080.0,0.8992,5081.0,0.5529999999999999,5242.0,0.37799999999999995,4671.0
krishnanagar,1526.0,800.0,0.2359,498.0,0.8992,5081.0,0.4947,5606.0,0.4717,1882.0
metriki,1073.0,752.0,0.1103,4024.0,0.951,4134.0,0.634,3899.0,0.4052,4015.0
narasingapura,963.0,523.0,0.1566,2083.0,1.0,1.0,0.5908,4783.0,0.4523,2504.0
nidagurthi,1665.0,797.0,0.0731,5309.0,1.0,1.0,0.6129,4399.0,0.3551,5092.0
shusilanagar,1704.0,762.0,0.1302,3172.0,0.6835,5857.0,0.514,5522.0,0.3576,5053.0
taranagar,1236.0,726.0,0.2339,516.0,0.951,4134.0,0.5589,5180.0,0.4991,1245.0
torangal,1623.0,1228.0,0.289,136.0,0.9255,4748.0,0.564,5129.0,0.5323,659.0
vaddu,1400.0,842.0,0.127,3324.0,0.8992,5081.0,0.608,4502.0,0.41100000000000003,3865.0
vittalapura,1317.0,432.0,0.1009,4359.0,0.951,4134.0,0.5995,4643.0,0.386,4484.0
b.m.sugur,1137.0,344.0,0.1114,3976.0,1.0,1.0,0.5992,4649.0,0.4056,4004.0
balakundhi,1648.0,387.0,0.1308,3144.0,0.9758,2796.0,0.5004,5583.0,0.3997,4158.0
beerahalli,1258.0,410.0,0.095,4614.0,1.0,1.0,0.5847,4870.0,0.3816,4595.0
boggur,1071.0,417.0,0.1495,2345.0,1.0,1.0,0.4457,5757.0,0.4054,4008.0
deshanur,1166.0,640.0,0.1598,1990.0,0.9255,4748.0,0.6188,4276.0,0.4506,2564.0
halekote,1159.0,648.0,0.132,3081.0,1.0,1.0,0.6963,1849.0,0.4513,2544.0
hatcholli,1930.0,805.0,0.1133,3894.0,0.8992,5081.0,0.6323,3945.0,0.4009,4135.0
k.belalgal,964.0,617.0,0.1142,3848.0,1.0,1.0,0.6225,4197.0,0.4143,3764.0
k.sugur,1591.0,316.0,0.11699999999999999,3731.0,1.0,1.0,0.3953,5834.0,0.359,5022.0
karur,590.0,471.0,0.1476,2421.0,0.879,5288.0,0.7213,992.0,0.45399999999999996,2438.0
kududarahal,1270.0,1137.0,0.1331,3032.0,0.9758,2796.0,0.4021,5822.0,0.3738,4752.0
kuruvalli,597.0,309.0,0.1055,4191.0,0.9758,2796.0,0.5419,5335.0,0.382,4584.0
m.sugur,1327.0,424.0,0.1578,2050.0,1.0,1.0,0.4844,5643.0,0.4244,3457.0
muddatanur,1799.0,686.0,0.1105,4012.0,1.0,1.0,0.2762,5885.0,0.3125,5629.0
nadavi,1298.0,435.0,0.1746,1553.0,1.0,1.0,0.4763,5667.0,0.4365,3054.0
raravi,951.0,381.0,0.1283,3260.0,0.9758,2796.0,0.5288,5445.0,0.4046,4032.0
ravihal,1347.0,272.0,0.1228,3502.0,0.9255,4748.0,0.5034,5567.0,0.3853,4502.0
shanavasapura,1188.0,414.0,0.1355,2913.0,0.9758,2796.0,0.4424,5766.0,0.3882,4442.0
sirigeri,1781.0,881.0,0.1379,2819.0,1.0,1.0,0.5483,5287.0,0.4228,3511.0
talur,1377.0,691.0,0.1443,2544.0,0.9758,2796.0,0.539,5357.0,0.4234,3496.0
uppara hosahalli,1042.0,429.0,0.1617,1940.0,1.0,1.0,0.5884,4813.0,0.4565,2352.0
chanalu,1189.0,479.0,0.146,2473.0,0.879,5288.0,0.5686,5086.0,0.4179,3669.0
agrahara,786.0,508.0,0.1764,1507.0,0.9758,2796.0,0.6084,4496.0,0.4714,1891.0
rajapura,952.0,572.0,0.17300000000000001,1605.0,0.9758,2796.0,0.7297,724.0,0.4975,1282.0
byrapura,879.0,327.0,0.0806,5105.0,1.0,1.0,0.6681,2842.0,0.3777,4676.0
nagarakatte,1003.0,544.0,0.1175,3709.0,0.9758,2796.0,0.6784,2497.0,0.4268,3383.0
alike,844.0,844.0,0.2509,363.0,0.9758,2796.0,0.7403,476.0,0.5659,279.0
amtadi,1280.0,1280.0,0.2557,309.0,1.0,1.0,0.7319,661.0,0.5720000000000001,239.0
anathadi,278.0,278.0,0.2229,640.0,1.0,1.0,0.7006,1691.0,0.5385,592.0
badagabelluru,911.0,911.0,0.2522,343.0,0.9758,2796.0,0.7003,1700.0,0.5565,369.0
badakajekaru,930.0,930.0,0.2339,515.0,0.9255,4748.0,0.6947,1906.0,0.5318,665.0
balepuni,1495.0,1495.0,0.2347,510.0,0.951,4134.0,0.6722,2716.0,0.5313,676.0
balthila,1144.0,1144.0,0.221,665.0,0.951,4134.0,0.7223,959.0,0.5334,645.0
chennaithodi,1785.0,1785.0,0.2393,470.0,0.951,4134.0,0.6833,2333.0,0.5377,600.0
golthamajalu,1569.0,1569.0,0.2634,256.0,1.0,1.0,0.7173,1122.0,0.5738,228.0
idkidu,1344.0,1344.0,0.2423,443.0,1.0,1.0,0.7141,1224.0,0.5572,360.0
ira,1010.0,1010.0,0.2607,272.0,0.9255,4748.0,0.7153,1179.0,0.5567,367.0
kadeshwalya,812.0,812.0,0.2305,558.0,1.0,1.0,0.7297,726.0,0.552,421.0
kanyana,1414.0,1414.0,0.2557,308.0,0.951,4134.0,0.7487,327.0,0.5668,271.0
karopadi,1150.0,1150.0,0.2667,227.0,1.0,1.0,0.7491,322.0,0.5846,165.0
kavalamuduru,854.0,854.0,0.2455,402.0,0.9758,2796.0,0.7108,1334.0,0.5543,393.0
kavalapaduru,1424.0,1424.0,0.2519,348.0,1.0,1.0,0.7185,1078.0,0.5656,282.0
kedila,1078.0,1078.0,0.2427,440.0,1.0,1.0,0.6962,1857.0,0.5528,408.0
kepu,1202.0,1202.0,0.2178,695.0,1.0,1.0,0.7279,787.0,0.5412,556.0
kolandu,2080.0,2080.0,0.2666,228.0,1.0,1.0,0.7362,561.0,0.5812,182.0
kukkipadi,954.0,954.0,0.2397,462.0,0.9758,2796.0,0.7238,902.0,0.5532,403.0
kurnadu,663.0,663.0,0.2885,137.0,0.951,4134.0,0.7228,938.0,0.5832,171.0
manchi,1285.0,1285.0,0.2378,482.0,0.9758,2796.0,0.7272,799.0,0.5526,409.0
mani,835.0,835.0,0.2332,522.0,1.0,1.0,0.7412,459.0,0.557,362.0
meramajalu,991.0,991.0,0.3031,116.0,1.0,1.0,0.6901,2075.0,0.5936,126.0
narikombu,1317.0,1317.0,0.2369,489.0,1.0,1.0,0.7292,745.0,0.5569,365.0
naringana,1100.0,1100.0,0.2619,267.0,1.0,1.0,0.7568,224.0,0.583,175.0
navooru,1176.0,1176.0,0.2169,718.0,1.0,1.0,0.6871,2192.0,0.5302,693.0
pajiru,1365.0,1365.0,0.251,360.0,1.0,1.0,0.7133,1249.0,0.5636,293.0
panjikallu,924.0,924.0,0.262,265.0,1.0,1.0,0.7329,631.0,0.5769,211.0
peruvai,541.0,541.0,0.2267,594.0,0.9758,2796.0,0.7426,436.0,0.5477,468.0
pilathabettu,689.0,689.0,0.2485,382.0,1.0,1.0,0.7057,1507.0,0.5597,329.0
pudu,1191.0,1191.0,0.2649,239.0,1.0,1.0,0.7019,1636.0,0.5708,244.0
punacha,1416.0,1416.0,0.2538,329.0,0.9758,2796.0,0.7201,1034.0,0.5629,300.0
rayee,579.0,579.0,0.2726,199.0,1.0,1.0,0.7011,1663.0,0.5760000000000001,217.0
sajipamooda,1316.0,1316.0,0.271,210.0,1.0,1.0,0.7223,958.0,0.5807,187.0
sangabettu,1126.0,1126.0,0.2636,253.0,0.9758,2796.0,0.7174,1120.0,0.5693,252.0
sarapadi,885.0,885.0,0.2138,769.0,1.0,1.0,0.7199,1040.0,0.5359,624.0
uli,775.0,775.0,0.2749,190.0,0.9758,2796.0,0.6583,3182.0,0.5611,316.0
vitlamudnuru,917.0,917.0,0.2236,631.0,1.0,1.0,0.7112,1321.0,0.5418,552.0
vitlapadnuru,1118.0,1118.0,0.2516,349.0,1.0,1.0,0.6848,2280.0,0.5565,370.0
aladangadi,1079.0,1080.0,0.2071,870.0,0.9758,2796.0,0.71,1370.0,0.5235,802.0
andinje,961.0,961.0,0.2163,734.0,1.0,1.0,0.6893,2110.0,0.5303,692.0
arambodi,981.0,981.0,0.2308,554.0,1.0,1.0,0.6726,2703.0,0.5375,605.0
arasinamakki,1125.0,1125.0,0.2112,810.0,1.0,1.0,0.6738,2657.0,0.5221,828.0
balanja,856.0,856.0,0.2564,301.0,0.9758,2796.0,0.6991,1743.0,0.5593,335.0
bandaru,1098.0,1098.0,0.2041,919.0,0.9758,2796.0,0.65,3468.0,0.5059,1113.0
barya,947.0,947.0,0.2035,933.0,0.8359,5608.0,0.6455,3600.0,0.4788,1685.0
belalu,937.0,937.0,0.2115,802.0,1.0,1.0,0.6846,2289.0,0.5251,770.0
charmadi,2273.0,2273.0,0.2273,585.0,0.9255,4748.0,0.6614,3080.0,0.5181,884.0
dharmasthala,2515.0,2515.0,0.2467,395.0,0.951,4134.0,0.7116,1305.0,0.5506,433.0
hosangady,1158.0,1158.0,0.2062,884.0,0.951,4134.0,0.6985,1760.0,0.5154,938.0
ilanthila,999.0,999.0,0.2195,674.0,0.9758,2796.0,0.7305,703.0,0.5389,585.0
indabettu,941.0,941.0,0.2452,407.0,0.8992,5081.0,0.6664,2900.0,0.5277,732.0
kaliaya,968.0,968.0,0.2385,476.0,0.951,4134.0,0.6737,2666.0,0.5346,632.0
kaniyooru,1164.0,1164.0,0.2191,679.0,0.951,4134.0,0.7134,1243.0,0.5297,705.0
kashipatna,630.0,630.0,0.239,472.0,1.0,1.0,0.6592,3156.0,0.5401,571.0
koyyuru,1124.0,1124.0,0.1843,1313.0,0.9758,2796.0,0.7051,1527.0,0.5024,1179.0
kukkedi,859.0,859.0,0.2318,537.0,1.0,1.0,0.6762,2579.0,0.5391,580.0
kuvettu,1605.0,1605.0,0.2262,599.0,1.0,1.0,0.6944,1915.0,0.5396,578.0
laila,1682.0,1682.0,0.2463,400.0,0.9758,2796.0,0.7395,491.0,0.5622,306.0
machina,1021.0,1021.0,0.2173,710.0,0.9758,2796.0,0.6933,1957.0,0.5278,731.0
madanthyaru,1274.0,1274.0,0.2367,490.0,1.0,1.0,0.6693,2807.0,0.5411,560.0
maladi,1209.0,1209.0,0.2432,431.0,0.9758,2796.0,0.7248,876.0,0.5561,377.0
malavanthige,687.0,686.0,0.174,1575.0,1.0,1.0,0.6943,1922.0,0.4944,1350.0
marodi,926.0,926.0,0.2694,217.0,0.9758,2796.0,0.6823,2365.0,0.564,291.0
melanthabettu,1090.0,1090.0,0.251,358.0,0.9758,2796.0,0.7324,652.0,0.564,290.0
mithabagilu,473.0,473.0,0.2311,550.0,0.9758,2796.0,0.6743,2635.0,0.5337,643.0
mundaje,1475.0,1475.0,0.268,221.0,0.9758,2796.0,0.6948,1900.0,0.5664,273.0
nada,1202.0,1202.0,0.2672,225.0,1.0,1.0,0.7401,478.0,0.5826,176.0
naravi,1273.0,1273.0,0.2228,641.0,0.9758,2796.0,0.7268,806.0,0.5406,566.0
neriya,1304.0,1304.0,0.19899999999999998,1022.0,0.951,4134.0,0.7179,1105.0,0.5141,970.0
nidgal(kalmanja),721.0,721.0,0.2177,699.0,1.0,1.0,0.7094,1391.0,0.5365,618.0
nidle,634.0,634.0,0.2026,950.0,0.951,4134.0,0.6994,1734.0,0.5127,994.0
padangadi,1471.0,1471.0,0.2366,492.0,0.9758,2796.0,0.7076,1448.0,0.5467,483.0
patrame,534.0,534.0,0.193,1154.0,0.9758,2796.0,0.6234,4177.0,0.4896,1466.0
puduvettu,612.0,612.0,0.1768,1498.0,0.951,4134.0,0.6458,3593.0,0.47700000000000004,1744.0
shibaje,582.0,582.0,0.2423,445.0,0.9758,2796.0,0.6836,2316.0,0.5447,514.0
shirlalu,894.0,894.0,0.2193,675.0,0.9758,2796.0,0.6709,2758.0,0.5236,799.0
shishila,443.0,443.0,0.1942,1129.0,0.9758,2796.0,0.6777,2519.0,0.5045,1134.0
thannirupantha,1490.0,1490.0,0.2314,546.0,1.0,1.0,0.6905,2059.0,0.5426,541.0
ujire,2485.0,2485.0,0.2717,204.0,1.0,1.0,0.7142,1223.0,0.5789,202.0
venur,2313.0,2313.0,0.2415,448.0,0.951,4134.0,0.6999,1710.0,0.5437,527.0
aikala,1385.0,1385.0,0.3773,31.0,1.0,1.0,0.7526,278.0,0.6573,11.0
amblamogru,196.0,196.0,0.4166,6.0,0.9758,2796.0,0.728,782.0,0.6664,6.0
bala,725.0,725.0,0.278,181.0,1.0,1.0,0.7486,335.0,0.5926,131.0
balkunje,1051.0,1051.0,0.3311,79.0,1.0,1.0,0.7556,237.0,0.6301,54.0
beluvai,1202.0,1202.0,0.402,14.0,0.9255,4748.0,0.7094,1390.0,0.6414,35.0
boliyaru,1083.0,1083.0,0.3256,85.0,1.0,1.0,0.7256,853.0,0.6182,74.0
chelairu,1195.0,1195.0,0.3615,44.0,1.0,1.0,0.7466,373.0,0.6462,26.0
daregudde,1029.0,1029.0,0.3978,19.0,1.0,1.0,0.7051,1530.0,0.6546,14.0
ganjimata,2944.0,2944.0,0.3332,73.0,0.9758,2796.0,0.7236,909.0,0.6173,77.0
gurupura,1952.0,1952.0,0.1581,2042.0,1.0,1.0,0.7038,1568.0,0.48100000000000004,1633.0
haleyangady,1587.0,1587.0,0.4098,8.0,1.0,1.0,0.7677,133.0,0.6801,3.0
hosabettu,826.0,826.0,0.3951,21.0,0.9758,2796.0,0.725,868.0,0.6538,15.0
kallamundkur,1560.0,1560.0,0.3166,90.0,1.0,1.0,0.7117,1302.0,0.6085,100.0
kandavara,2534.0,2534.0,0.3325,76.0,0.951,4134.0,0.7009,1667.0,0.6051,107.0
kemral,1259.0,1259.0,0.33799999999999997,67.0,0.9758,2796.0,0.7602,187.0,0.6305,50.0
kilpady,613.0,613.0,0.344,57.0,1.0,1.0,0.7582,208.0,0.6389,41.0
kinnigoli,1393.0,1393.0,0.2064,879.0,1.0,1.0,0.7393,495.0,0.5344,633.0
kinya,729.0,729.0,0.3396,66.0,1.0,1.0,0.7253,858.0,0.6269,57.0
konaje,1483.0,1483.0,0.1838,1325.0,0.9758,2796.0,0.6867,2204.0,0.4975,1283.0
malavuru,1577.0,1577.0,0.3705,37.0,1.0,1.0,0.7241,892.0,0.645,28.0
mennabettu,1332.0,1332.0,0.3848,27.0,1.0,1.0,0.7769,87.0,0.6686,4.0
muchuru,1049.0,1049.0,0.3494,55.0,0.951,4134.0,0.7246,880.0,0.6221,66.0
nellikaru,1206.0,1206.0,0.3652,43.0,0.9758,2796.0,0.7034,1590.0,0.6305,51.0
padumarnad,1420.0,1420.0,0.3463,56.0,1.0,1.0,0.6878,2165.0,0.6199,69.0
padupanambur,1176.0,1176.0,0.3344,72.0,1.0,1.0,0.7359,572.0,0.6266,60.0
paduperar,1346.0,1346.0,0.3404,64.0,1.0,1.0,0.7543,254.0,0.6356,43.0
palladka,1519.0,1519.0,0.3344,71.0,0.9758,2796.0,0.6883,2152.0,0.6078,102.0
pavuru,590.0,590.0,0.3144,93.0,1.0,1.0,0.7271,800.0,0.6114,92.0
permude,1215.0,1215.0,0.3733,35.0,0.9758,2796.0,0.7435,421.0,0.647,24.0
putthige,1949.0,1949.0,0.3818,30.0,0.9758,2796.0,0.7018,1639.0,0.6395,38.0
shirthady,1105.0,1105.0,0.3596,45.0,0.9255,4748.0,0.6936,1947.0,0.6135,85.0
surinje,1040.0,1040.0,0.3876,26.0,0.951,4134.0,0.7521,284.0,0.652,19.0
tenkamijar,1672.0,1672.0,0.3569,47.0,0.9758,2796.0,0.68,2441.0,0.6187,73.0
ualibettu,806.0,806.0,0.3497,54.0,1.0,1.0,0.722,974.0,0.632,47.0
yedapadav,786.0,786.0,0.3572,46.0,0.9758,2796.0,0.7293,742.0,0.6335,44.0
yekkaru,1236.0,1236.0,0.3514,53.0,0.879,5288.0,0.7242,889.0,0.607,103.0
aithuru,712.0,712.0,0.1989,1024.0,1.0,1.0,0.6935,1951.0,0.5167,912.0
alankaru,922.0,922.0,0.2273,584.0,1.0,1.0,0.6895,2098.0,0.5391,581.0
ariyadka,1775.0,1775.0,0.2184,690.0,0.9758,2796.0,0.7152,1185.0,0.5341,638.0
aryapu,1504.0,1504.0,0.2515,350.0,0.9758,2796.0,0.721,1002.0,0.5614,314.0
badagannuru,969.0,969.0,0.2381,479.0,1.0,1.0,0.7002,1703.0,0.5504,438.0
bajathuru,1357.0,1357.0,0.2473,389.0,1.0,1.0,0.7014,1653.0,0.5577,353.0
